Food code,Main food description,food_id,
27420470,"Sausage and peppers, no sauce",6,
27420520,"Pork shish kabob with vegetables, excluding potatoes",6,
27421010,"Stuffed christophine, Puerto Rican style",6,
27422010,"Pork chop stewed with vegetables, Puerto Rican style",6,
27430400,"Lamb or mutton stew with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, gravy",6,
27430410,"Lamb or mutton stew with vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, gravy",6,
27430500,"Veal goulash with vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce",6,
27430510,"Veal goulash with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce",6,
27430580,"Veal with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, cream or white sauce",6,
27430590,"Veal with vegetables excluding carrots, broccoli, and dark-green leafy; and potatoes, cream or white sauce",6,
27430610,"Lamb shish kabob with vegetables, excluding potatoes",6,
27460490,"Julienne salad, meat, cheese, eggs, vegetables, no dressing",6,
27460510,"Antipasto with ham, fish, cheese, vegetables",6,
27460750,"Liver, beef or calves, and onions",6,
27462000,"Stewed chitterlings, Puerto Rican style",6,
27560705,"Sausage balls, made with biscuit mix and cheese",6,
28101000,"Frozen dinner, NFS",6,
28110000,"Beef dinner, NFS, frozen meal",6,
28110150,"Beef with vegetable, diet frozen meal",6,
28110220,"Sirloin, chopped, with gravy, mashed potatoes, vegetable, frozen meal",6,
28110250,"Sirloin tips, with gravy, potatoes, vegetable, frozen meal",6,
28110270,"Sirloin beef, with gravy, potatoes, vegetable, frozen meal",6,
28110300,"Salisbury steak dinner, NFS, frozen meal",6,
28110310,"Salisbury steak with gravy, potatoes, vegetable, frozen meal",6,
28110330,"Salisbury steak with gravy, whipped potatoes, vegetable, dessert, frozen meal",6,
28110350,"Salisbury steak with gravy, potatoes, vegetable, dessert, frozen meal",6,
28110370,"Salisbury steak with gravy, macaroni and cheese, vegetable, frozen meal",6,
28110380,"Salisbury steak with gravy, macaroni and cheese, frozen meal",6,
28110390,"Salisbury steak, potatoes, vegetable, dessert, diet frozen meal",6,
28110510,"Beef, sliced, with gravy, potatoes, vegetable, frozen meal",6,
28110620,"Beef short ribs, boneless, with barbecue sauce, potatoes, vegetable, frozen meal",6,
28110660,"Meatballs, Swedish, in gravy, with noodles, diet frozen meal",6,
28113110,"Salisbury steak, baked, with tomato sauce, vegetable, diet frozen meal",6,
28113140,"Beef with spaetzle or rice, vegetable, frozen meal",6,
28160300,"Meat loaf dinner, NFS, frozen meal",6,
28160310,"Meat loaf with potatoes, vegetable, frozen meal",6,
58117310,"Kibby, Puerto Rican style",6,
58117510,"Hayacas, Puerto Rican style",6,
58302050,"Beef and noodles with meat sauce and cheese, diet frozen meal",6,
58310210,"Sausage and french toast, frozen meal",6,
58310310,"Pancakes and sausage, frozen meal",6,
77205610,"Ripe plantain meat pie, Puerto Rican style",6,
77230210,"Cassava Pasteles, Puerto Rican style",6,
77250110,"Stuffed tannier fritters, Puerto Rican style",6,
77272010,Puerto Rican pasteles,6,
77316010,"Stuffed cabbage, with meat, Puerto Rican style",6,
77316510,"Stuffed cabbage, with meat and rice, Syrian dish, Puerto Rican style",6,
77316600,Eggplant and meat casserole,6,
77513010,Spanish stew,6,
77563010,Puerto Rican stew,6,
24209000,"Turkey with barbecue sauce, skin eaten",6,
24209001,"Turkey with barbecue sauce, skin not eaten",6,
27141000,Chicken or turkey cacciatore,6,
27141050,"Stewed chicken with tomato-based sauce, Mexican style",6,
27141500,Chili con carne with chicken or turkey and beans,6,
27142000,Chicken with gravy,6,
27142100,Chicken or turkey fricassee,6,
27142200,Turkey with gravy,6,
27143000,Chicken or turkey with cream sauce,6,
27144000,Chicken or turkey with mushroom sauce,6,
27146011,"Chicken, shredded or pulled, with barbecue sauce",6,
27146150,Chicken curry,6,
27146155,Chicken curry with rice,6,
27146160,Chicken with mole sauce,6,
27146200,Chicken or turkey with cheese sauce,6,
27146250,Chicken or turkey cordon bleu,6,
27146300,Chicken or turkey parmigiana,6,
27146400,Chicken kiev,6,
27148010,"Stuffed chicken, drumstick or breast, Puerto Rican style",6,
27241000,Chicken or turkey hash,6,
27241010,Chicken or turkey and potatoes with gravy,6,
27242000,"Chicken or turkey and noodles, no sauce",6,
27242200,Chicken or turkey and noodles with gravy,6,
27242250,Chicken or turkey and noodles with mushroom sauce,6,
27242300,Chicken or turkey and noodles with cream or white sauce,6,
27242310,Chicken or turkey and noodles with cheese sauce,6,
27242350,Chicken or turkey tetrazzini,6,
27242400,Chicken or turkey and noodles with tomato-based sauce,6,
27243000,"Chicken or turkey and rice, no sauce",6,
27243300,Chicken or turkey and rice with cream sauce,6,
27243400,Chicken or turkey and rice with mushroom sauce,6,
27243500,Chicken or turkey and rice with tomato-based sauce,6,
27246100,Chicken or turkey with dumplings,6,
27246200,Chicken or turkey with stuffing,6,
27246300,"Chicken or turkey cake, patty, or croquette",6,
27246400,Chicken or turkey souffle,6,
27246500,Meat loaf made with chicken or turkey,6,
27246505,"Meat loaf made with chicken or turkey, with tomato-based sauce",6,
27341000,"Chicken or turkey, potatoes, corn, and cheese, with gravy",6,
27341010,"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",6,
27341020,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",6,
27341025,"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",6,
27341030,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",6,
27341035,"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",6,
27341040,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; cream sauce, white sauce, or mushroom sauce",6,
27341045,"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce",6,
27341050,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",6,
27341055,"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",6,
27341060,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",6,
27341310,"Chicken or turkey stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",6,
27341320,"Chicken or turkey stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",6,
27341510,"Chicken or turkey stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",6,
27341520,"Chicken or turkey stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; tomato- based sauce",6,
27343010,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",6,
27343020,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",6,
27343410,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",6,
27343420,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",6,
27343470,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",6,
27343480,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",6,
27343510,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",6,
27343520,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",6,
27343950,"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce",6,
27343960,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",6,
27345010,"Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",6,
27345020,"Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",6,
27345210,"Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",6,
27345220,"Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",6,
27345230,"Chicken or turkey, rice, corn, and cheese, with gravy",6,
27345410,"Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",6,
27345420,"Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; cream sauce, white sauce, or mushroom sauce",6,
27345440,"Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce",6,
27345450,"Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",6,
27345510,"Chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",6,
27345520,"Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",6,
27347100,Chicken or turkey pot pie,6,
27347200,"Chicken or turkey, stuffing, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",6,
27347210,"Chicken or turkey,stuffing, and vegetables excluding carrots, broccoli, and dark green leafy; no sauce",6,
27347220,"Chicken or turkey, stuffing, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",6,
27347230,"Chicken or turkey, stuffing, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",6,
27347240,"Chicken or turkey, dumplings, and vegetables including carrots, broccoli, and/or dark green leafy; gravy",6,
27347250,"Chicken or turkey, dumplings, and vegetables excluding carrots, broccoli, and dark green leafy; gravy",6,
27348100,"Chicken fricassee, Puerto Rican style",6,
27440110,"Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce",6,
27440120,"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce",6,
27440130,"Chicken or turkey shish kabob with vegetables, excluding potatoes",6,
27441120,"Chicken or turkey creole, without rice",6,
27442110,"Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, gravy",6,
27442120,"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, gravy",6,
27443110,"Chicken or turkey a la king with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, cream, white, or soup-based sauce",6,
27443120,"Chicken or turkey a la king with vegetables excluding carrorts, broccoli, and dark-green leafy; no potatoes, cream, white, or soup-based sauce",6,
27443150,Chicken or turkey divan,6,
27445125,"Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce",6,
27445130,"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce",6,
27446200,"Chicken or turkey salad, made with mayonnaise",6,
27446205,Chicken or turkey salad with nuts and/or fruits,6,
27446220,Chicken or turkey salad with egg,6,
27446225,"Chicken or turkey salad, made with light mayonnaise",6,
27446230,"Chicken or turkey salad, made with mayonnaise-type salad dressing",6,
27446235,"Chicken or turkey salad, made with light mayonnaise-type salad dressing",6,
27446240,"Chicken or turkey salad, made with creamy dressing",6,
27446245,"Chicken or turkey salad, made with light creamy dressing",6,
27446250,"Chicken or turkey salad, made with Italian dressing",6,
27446255,"Chicken or turkey salad, made with light Italian dressing",6,
27446260,"Chicken or turkey salad, made with any type of fat free dressing",6,
27446300,"Chicken or turkey garden salad, chicken and/or turkey, tomato and/or carrots, other vegetables, no dressing",6,
27446310,"Chicken or turkey garden salad, chicken and/or turkey, other vegetables excluding tomato and carrots, no dressing",6,
27446315,"Chicken or turkey garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",6,
27446320,"Chicken or turkey, breaded, fried, garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",6,
27446330,"Chicken or turkey garden salad with cheese, chicken and/or turkey, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",6,
27446332,"Chicken or turkey, breaded, fried, garden salad with cheese, chicken and/or turkey, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",6,
27446350,"Asian chicken or turkey garden salad, chicken and/or turkey, lettuce, fruit, nuts, no dressing",6,
27446355,"Asian chicken or turkey garden salad with crispy noodles, chicken and/or turkey, lettuce, fruit, nuts, crispy noodles, no dressing",6,
27446360,"Chicken or turkey caesar garden salad, chicken and/or turkey, lettuce, tomato, cheese, no dressing",6,
27446362,"Chicken or turkey, breaded, fried, caesar garden salad, chicken and/or turkey, lettuce, tomatoes, cheese, no dressing",6,
27446400,"Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, cheese sauce",6,
27446410,"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, cheese sauce",6,
27448020,"Chicken or turkey fricassee, with sauce, no potatoes, potatoes reported separately, Puerto Rican style",6,
27448030,"Chicken or turkey fricassee, no sauce, no potatoes, Puerto Rican style",6,
27460710,"Livers, chicken, chopped, with eggs and onion",6,
27463000,"Stewed gizzards, Puerto Rican style",6,
28140100,"Chicken dinner, NFS, frozen meal",6,
28140320,"Chicken and noodles with vegetable, dessert, frozen meal",6,
28140710,"Chicken, fried, with potatoes, vegetable, frozen meal",6,
28140720,"Chicken patty, or nuggets, boneless, breaded, potatoes, vegetable, frozen meal",6,
28140740,"Chicken patty or nuggets, boneless, breaded, with pasta and tomato sauce, fruit, dessert, frozen meal",6,
28140810,"Chicken, fried, with potatoes, vegetable, dessert, frozen meal",6,
28141010,"Chicken, fried, with potatoes, vegetable, dessert, frozen meal, large meat portion",6,
28141250,"Chicken with rice and vegetable, diet frozen meal",6,
28141650,"Chicken and vegetables au gratin with rice, diet frozen entree",6,
28143020,"Chicken and vegetable entree with rice, diet frozen meal",6,
28143080,"Chicken with noodles and cheese sauce, diet frozen meal",6,
28143130,"Chicken and vegetable entree with noodles, frozen meal",6,
28143150,"Chicken and vegetable entree with noodles, diet frozen meal",6,
28143170,"Chicken in cream sauce with noodles and vegetable, frozen meal",6,
28143180,"Chicken in butter sauce with potatoes and vegetable, diet frozen meal",6,
28143190,"Chicken in mushroom sauce, white and wild rice, vegetable, frozen meal",6,
28144100,"Chicken and vegetable entree with noodles and cream sauce, frozen meal",6,
28145000,"Turkey dinner, NFS, frozen meal",6,
28145100,"Turkey with gravy, dressing, vegetable and fruit, diet frozen meal",6,
28145110,"Turkey with vegetable, stuffing, diet frozen meal",6,
28145210,"Turkey with gravy, dressing, potatoes, vegetable, frozen meal",6,
58128110,Chicken cornbread,6,
58137300,"Adobo, with noodles",6,
58150530,"Adobo, with rice",6,
77141010,"Potato chicken pie, Puerto Rican style",6,
27150010,"Fish with cream or white sauce, not tuna or lobster",6,
27150020,"Crab, deviled",6,
27150030,Crab imperial,6,
27150050,Fish timbale or mousse,6,
27150060,Lobster newburg,6,
27150120,Tuna with cream or white sauce,6,
27150130,Seafood newburg,6,
27150160,Shrimp with lobster sauce,6,
27150250,Fish moochim,6,
27150310,Fish with tomato-based sauce,6,
27150320,Fish curry,6,
27150325,Fish curry with rice,6,
27150330,Mussels with tomato-based sauce,6,
27150350,Sardines with tomato-based sauce,6,
27150370,Sardines with mustard sauce,6,
27150510,Scallops with cheese sauce,6,
27151030,Ceviche,6,
27151040,"Crabs in tomato-based sauce, Puerto Rican style",6,
27151050,"Shrimp in garlic sauce, Puerto Rican style",6,
27151070,"Stewed codfish, no potatoes, Puerto Rican style",6,
27250020,"Clams, stuffed",6,
27250030,Codfish ball or cake,6,
27250040,Crab cake,6,
27250050,"Fish cake or patty, NS as to fish",6,
27250060,Gefilte fish,6,
27250070,Salmon cake or patty,6,
27250080,Salmon loaf,6,
27250110,Scallops and noodles with cheese sauce,6,
27250120,"Shrimp and noodles, no sauce",6,
27250122,Shrimp and noodles with gravy,6,
27250124,Shrimp and noodles with mushroom sauce,6,
27250126,Shrimp and noodles with cream or white sauce,6,
27250130,Shrimp and noodles with cheese sauce,6,
27250132,Shrimp and noodles with tomato sauce,6,
27250150,Tuna loaf,6,
27250160,Tuna cake or patty,6,
27250210,Clam cake or patty,6,
27250220,Oyster fritter,6,
27250250,Flounder with crab stuffing,6,
27250260,"Lobster with bread stuffing, baked",6,
27250270,Clams Casino,6,
27250300,Mackerel cake or patty,6,
27250310,Haddock cake or patty,6,
27250400,Shrimp cake or patty,6,
27250410,Shrimp with crab stuffing,6,
27250450,"Shrimp toast, fried",6,
27250550,Seafood souffle,6,
27250610,Tuna noodle casserole with cream or white sauce,6,
27250630,Tuna noodle casserole with mushroom sauce,6,
27250710,Tuna and rice with mushroom sauce,6,
27250810,Fish and rice with tomato-based sauce,6,
27250820,Fish and rice with cream sauce,6,
27250830,Fish and rice with mushroom sauce,6,
27250900,Fish and noodles with mushroom sauce,6,
27250950,Shellfish and noodles with tomato-based sauce,6,
27251010,"Stewed salmon, Puerto Rican style",6,
27350030,"Seafood stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",6,
27350060,"Shrimp creole, with rice",6,
27350070,Tuna pot pie,6,
27350080,"Tuna noodle casserole with vegetables, cream or white sauce",6,
27350090,"Fish, noodles, and vegetables including carrots, broccoli, and/or dark green leafy; cheese sauce",6,
27350100,"Fish, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",6,
27350110,Bouillabaisse,6,
27350200,Oyster pie,6,
27350310,"Seafood stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",6,
27350410,Tuna noodle casserole with vegetables and mushroom sauce,6,
27351010,"Codfish with starchy vegetables, Puerto Rican style",6,
27351030,"Stewed codfish, Puerto Rican style",6,
27351040,"Biscayne codfish, Puerto Rican style",6,
27363000,Gumbo with rice,6,
27450010,Crab salad,6,
27450020,Lobster salad,6,
27450030,Salmon salad,6,
27450060,"Tuna salad, made with mayonnaise",6,
27450061,"Tuna salad, made with light mayonnaise",6,
27450062,"Tuna salad, made with mayonnaise-type salad dressing",6,
27450063,"Tuna salad, made with light mayonnaise-type salad dressing",6,
27450064,"Tuna salad, made with creamy dressing",6,
27450065,"Tuna salad, made with light creamy dressing",6,
27450066,"Tuna salad, made with Italian dressing",6,
27450067,"Tuna salad, made with light Italian dressing",6,
27450068,"Tuna salad, made with any type of fat free dressing",6,
27450070,Shrimp salad,6,
27450080,Seafood salad,6,
27450090,Tuna salad with cheese,6,
27450100,Tuna salad with egg,6,
27450110,"Shrimp garden salad, shrimp, lettuce, eggs, tomato and/or carrots, other vegetables, no dressing",6,
27450120,"Shrimp garden salad, shrimp, lettuce, eggs, vegetables excluding tomato and carrots, no dressing",6,
27450130,Crab salad made with imitation crab,6,
27450150,"Fish, tofu, and vegetables, tempura",6,
27450180,"Seafood garden salad with seafood, lettuce, vegetables excluding tomato and carrots, no dressing",6,
27450190,"Seafood garden salad with seafood, lettuce, tomato and/or carrots, other vegetables, no dressing",6,
27450200,"Seafood garden salad with seafood, lettuce, eggs, vegetables excluding tomato and carrots, no dressing",6,
27450210,"Seafood garden salad with seafood, lettuce, eggs, tomato and/or carrots, other vegetables, no dressing",6,
27450250,Oysters Rockefeller,6,
27450310,Lomi salmon,6,
27450400,"Shrimp and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce",6,
27450405,"Shrimp and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce",6,
27450430,"Shrimp shish kabob with vegetables, excluding potatoes",6,
27450450,"Shrimp creole, no rice",6,
27450510,"Tuna casserole with vegetables and mushroom sauce, no noodles",6,
27450650,"Shellfish mixture and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, mushroom sauce",6,
27450660,"Shellfish mixture and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, mushroom sauce",6,
27450700,"Fish and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce",6,
27450710,"Fish and vegetables excluding carrots, broccoli, and dark- green leafy; no potatoes, tomato-based sauce",6,
27450760,"Fish shish kabob with vegetables, excluding potatoes",6,
27451010,"Fried fish with sauce, Puerto Rican style",6,
27451030,"Lobster with sauce, Puerto Rican style",6,
27451060,"Octopus salad, Puerto Rican style",6,
27451070,"Codfish salad, Puerto Rican style, Serenata",6,
27460100,Lau lau,6,
27464000,"Gumbo, no rice",6,
28150220,"Flounder with chopped broccoli, diet frozen meal",6,
28150510,"Fish in lemon-butter sauce with starch item, vegetable, frozen meal",6,
28153010,"Shrimp and clams in tomato-based sauce, with noodles, frozen meal",6,
28154010,"Shrimp and vegetables in sauce with noodles, diet frozen meal",6,
28355260,Lobster gumbo,6,
28355440,Shrimp gumbo,6,
58117410,"Codfish fritter, Puerto Rican style",6,
77230510,"Cassava fritter stuffed with crab meat, Puerto Rican style",6,
41203030,Black bean salad,6,
41209000,Falafel,6,
41210000,Bean cake,6,
41221020,"Chili with beans, without meat",6,
41311030,Lentil curry,6,
41311040,Lentil curry with rice,6,
41811950,"Swiss steak, with gravy, meatless",6,
41812400,Vegetarian pot pie,6,
41812450,"Vegetarian chili, made with meat substitute",6,
41812850,Vegetarian stroganoff,6,
58160100,"Beans and rice, from fast food / restaurant",6,
58160102,"Kidney beans and rice, from fast food / restaurant",6,
58160104,"Black beans and rice, from fast food / restaurant",6,
58160106,"Pinto beans and rice, from fast food / restaurant",6,
58160110,Beans and white rice,6,
58160120,"Beans and rice, with tomatoes",6,
58160132,"Beans and rice, with meat",6,
58160150,Kidney beans and white rice,6,
58160154,Black beans and white rice,6,
58160156,Pinto beans and white rice,6,
58161320,Beans and brown rice,6,
58161321,Kidney beans and brown rice,6,
58161322,Black beans and brown rice,6,
58161323,Pinto beans and brown rice,6,
41311020,"Sambar, vegetable stew",6,
41812800,Vegetarian stew,6,
58162090,"Stuffed pepper, with meat",6,
58162110,"Stuffed pepper, with rice and meat",6,
58162120,"Stuffed pepper, with rice, meatless",6,
58162130,"Stuffed tomato, with rice and meat",6,
58162140,"Stuffed tomato, with rice, meatless",6,
72125240,Spinach souffle,6,
72125260,Spinach and cheese casserole,6,
72125310,Palak Paneer,6,
72125500,Channa Saag,6,
72202010,Broccoli casserole with noodles,6,
72202020,Broccoli casserole with rice,6,
73211110,"Sweet potato and pumpkin casserole, Puerto Rican style",6,
73305020,"Squash, winter, souffle",6,
74203010,"Tomatoes, scalloped",6,
75144100,"Lettuce, wilted, with bacon dressing",6,
75145000,"Seven-layer salad, lettuce salad made with a combination of onion, celery, green pepper, peas, mayonnaise, cheese, eggs, and/or bacon",6,
75146000,"Greek Salad, no dressing",6,
75147000,"Spinach salad, no dressing",6,
75148010,"Cobb salad, no dressing",6,
75316050,Ratatouille,6,
75400500,"Artichokes, stuffed",6,
75403020,Green bean casserole,6,
75411010,"Corn, scalloped or pudding",6,
75412060,"Eggplant parmesan casserole, regular",6,
75412070,Eggplant with cheese and tomato sauce,6,
75414020,"Mushrooms, stuffed",6,
75418020,"Squash, summer, casserole with tomato and cheese",6,
75418030,"Squash, summer, casserole, with rice and tomato sauce",6,
75418040,"Squash, summer, casserole, with cheese sauce",6,
75418060,"Squash, summer, souffle",6,
75418220,"Creamed christophine, Puerto Rican style",6,
75439010,Vegetable stew without meat,6,
75440600,Vegetable curry,6,
75440610,Vegetable curry with rice,6,
27213010,Biryani with meat,6,
27243100,Biryani with chicken,6,
27350020,Paella with seafood,6,
27360090,"Paella, NFS",6,
27363100,Jambalaya with meat and rice,6,
55701000,Cake made with glutinous rice,6,
55702000,Cake or pancake made with rice flour and/or dried beans,6,
55703000,Cake made with glutinous rice and dried beans,6,
58150100,"Bibimbap, Korean",6,
58150520,"Dukboki or Tteokbokki, Korean",6,
58155110,"Rice with chicken, Puerto Rican style",6,
58155310,"Paella with meat, Valenciana style",6,
58155320,"Seafood paella, Puerto Rican style",6,
58155610,"Rice meal fritter, Puerto Rican style",6,
58155810,"Stewed rice, Puerto Rican style",6,
58155910,"Rice with squid, Puerto Rican style",6,
58156110,"Fried rice, Puerto Rican style",6,
58156210,"Rice with vienna sausage, Puerto Rican style",6,
58156310,"Rice with Spanish sausage, Puerto Rican style",6,
58156410,"Rice with onions, Puerto Rican style",6,
58156710,"Rice with stewed beans, Puerto Rican style",6,
58157300,"Congee, with meat, poultry, and/or seafood",6,
58157310,"Congee, with meat, poultry, and/or seafood, and vegetables",6,
58157320,"Congee, with vegetables",6,
58160000,Biryani with vegetables,6,
58160400,"Rice, white, with corn, NS as to fat",6,
58160410,"Rice, white, with corn, no added fat",6,
58160420,"Rice, white, with corn, fat added",6,
58160430,"Rice, white, with peas, NS as to fat",6,
58160440,"Rice, white, with peas, no added fat",6,
58160450,"Rice, white, with peas, fat added",6,
58160460,"Rice, white, with carrots, NS as to fat",6,
58160470,"Rice, white, with carrots, no added fat",6,
58160480,"Rice, white, with carrots, fat added",6,
58160490,"Rice, white, with peas and carrots, NS as to fat",6,
58160500,"Rice, white, with peas and carrots, no added fat",6,
58160510,"Rice, white, with peas and carrots, fat added",6,
58160520,"Rice, white, with tomatoes and/or tomato-based sauce, NS as to fat",6,
58160530,"Rice, white, with tomatoes and/or tomato-based sauce, no added fat",6,
58160540,"Rice, white, with tomatoes and/or tomato-based sauce, fat added",6,
58160550,"Rice, white, with dark green vegetables, NS as to fat",6,
58160560,"Rice, white, with dark green vegetables, no added fat",6,
58160570,"Rice, white, with dark green vegetables, fat added",6,
58160580,"Rice, white, with carrots and tomatoes and/or tomato-based sauce, NS as to fat",6,
58160590,"Rice, white, with carrots and tomatoes and/or tomato-based sauce, no added fat",6,
58160600,"Rice, white, with carrots and tomatoes and/or tomato-based sauce, fat added",6,
58160610,"Rice, white, with dark green vegetables and tomatoes and/or tomato-based sauce, NS as to fat",6,
58160620,"Rice, white, with dark green vegetables and tomatoes and/or tomato-based sauce, no added fat",6,
58160630,"Rice, white, with dark green vegetables and tomatoes and/or tomato-based sauce, fat added",6,
58160640,"Rice, white, with carrots and dark green vegetables, NS as to fat",6,
58160650,"Rice, white, with carrots and dark green vegetables, no added fat",6,
58160660,"Rice, white, with carrots and dark green vegetables, fat added",6,
58160670,"Rice, white, with carrots, dark green vegetables, and tomatoes and/or tomato-based sauce, NS as to fat",6,
58160680,"Rice, white, with carrots, dark green vegetables, and tomatoes and/or tomato-based sauce, no added fat",6,
58160690,"Rice, white, with carrots, dark green vegetables, and tomatoes and/or tomato-based sauce, fat added",6,
58160700,"Rice, white, with other vegetables, NS as to fat",6,
58160710,"Rice, white, with other vegetables, no added fat",6,
58160720,"Rice, white, with other vegetables, fat added",6,
58160800,"Rice, white, with lentils, NS as to fat",6,
58160805,"Rice, white, with lentils, fat added",6,
58160810,"Rice, white, with lentils, no added fat",6,
58161200,"Rice, cooked with coconut milk",6,
58161420,"Rice, brown, with corn, NS as to fat",6,
58161422,"Rice, brown, with corn, no added fat",6,
58161424,"Rice, brown, with corn, fat added",6,
58161430,"Rice, brown, with peas, NS as to fat",6,
58161432,"Rice, brown, with peas, no added fat",6,
58161434,"Rice, brown, with peas, fat added",6,
58161435,"Rice, brown, with carrots, NS as to fat",6,
58161437,"Rice, brown, with carrots, no added fat",6,
58161439,"Rice, brown, with carrots, fat added",6,
58161440,"Rice, brown, with peas and carrots, NS as to fat",6,
58161442,"Rice, brown, with peas and carrots, no added fat",6,
58161444,"Rice, brown, with peas and carrots, fat added",6,
58161460,"Rice, brown, with tomatoes and/or tomato based sauce, NS as to fat",6,
58161462,"Rice, brown, with tomatoes and/or tomato based sauce, no added fat",6,
58161464,"Rice, brown, with tomatoes and/or tomato based sauce, fat added",6,
58161470,"Rice, brown, with dark green vegetables, NS as to fat",6,
